r,completed_steps,s,u,t,kl_to_path,kl_to_target,mean,var,target_var,radius_m,eta,n_steps
10.0,93750.0,9.375,0.9375,0.9375,0.021795514971017838,0.029528919607400894,0.0021834808867424726,5.068775177001953,5.896212786218314,2.2127387523651123,0.0001,100000.0
10.0,96875.0,9.6875,0.96875,0.96875,0.016779989004135132,0.01863318309187889,0.0015996111324056983,5.296621322631836,6.0125683458100525,2.2388765811920166,0.0001,100000.0
10.0,100000.0,10.0,1.0,1.0,0.011797608807682991,0.011797608807682991,0.0009712240425869823,5.4932780265808105,6.0625,2.25,0.0001,100000.0
12.0,0.0,0.0,0.0,0.0,0.0025931857526302338,1.292888879776001,-0.0002576704428065568,0.9992316961288452,1.0043912588251316,0.06626657396554947,0.0001,120000.0
12.0,3750.0,0.375,0.03125,0.03125,0.0027130884118378162,1.2963488101959229,-0.001960308523848653,0.9960939288139343,1.006755308696527,0.08219068497419357,0.0001,120000.0
12.0,7500.0,0.75,0.0625,0.0625,0.0027343041729182005,1.2885489463806152,-0.0024977291468530893,1.004891037940979,1.0102519442757745,0.10125188529491425,0.0001,120000.0
12.0,11250.0,1.125,0.09375,0.09375,0.002550356322899461,1.281909704208374,0.00022487255046144128,1.0131213665008545,1.0153487222751791,0.12388996034860611,0.0001,120000.0
12.0,15000.0,1.5,0.125,0.125,0.002655124058946967,1.2780793905258179,0.0010492622386664152,1.0194728374481201,1.02266953604779,0.1505640596151352,0.0001,120000.0
12.0,18750.0,1.875,0.15625,0.15625,0.0029233815148472786,1.2734310626983643,0.00043158026528544724,1.024379014968872,1.0330307278253505,0.1817435771226883,0.0001,120000.0
12.0,22500.0,2.25,0.1875,0.1875,0.0027171242982149124,1.2689343690872192,-0.0007547832792624831,1.031079888343811,1.047478640645027,0.21789593994617462,0.0001,120000.0
12.0,26250.0,2.625,0.21875,0.21875,0.0032544401474297047,1.2646039724349976,0.00032952087349258363,1.0349303483963013,1.067326065527741,0.25947266817092896,0.0001,120000.0
12.0,30000.0,3.0,0.25,0.25,0.0030364112462848425,1.2451077699661255,-0.0017710389802232385,1.0593771934509277,1.0941831067508057,0.30689266324043274,0.0001,120000.0
12.0,33750.0,3.375,0.28125,0.28125,0.0031928839161992073,1.232228398323059,0.002121877856552601,1.0748180150985718,1.129977317287712,0.36052367091178894,0.0001,120000.0
12.0,37500.0,3.75,0.3125,0.3125,0.0037395330145955086,1.2013580799102783,0.0010763343889266253,1.1118433475494385,1.1769566818735067,0.42066219449043274,0.0001,120000.0
12.0,41250.0,4.125,0.34375,0.34375,0.004136526025831699,1.16748046875,-0.001520742429420352,1.1586272716522217,1.2376681752508745,0.4875122308731079,0.0001,120000.0
12.0,45000.0,4.5,0.375,0.375,0.005301520228385925,1.1320831775665283,-0.0019031970296055079,1.2035186290740967,1.3149052597050037,0.5611642003059387,0.0001,120000.0
12.0,48750.0,4.875,0.40625,0.40625,0.0056912945583462715,1.0833120346069336,0.0019957320764660835,1.2747360467910767,1.411617382715633,0.6415741443634033,0.0001,120000.0
12.0,52500.0,5.25,0.4375,0.4375,0.006839343346655369,1.0273966789245605,0.0024062655866146088,1.3553730249404907,1.5307770500831452,0.7285444736480713,0.0001,120000.0
